EN-US	The feature “On this day in Stanford history” details events that occurred on the same date in past years at Stanford.
EN-US	NICK Schonert is back fit and ready to face his “ultimate test” at scrum time when he locks horns with loosehead prop Ben Moon at Exeter Chiefs today (2pm).
EN-GB	NEWPORT County AFC manager Michael Flynn saw his side end their long wait for a home win on Saturday but more missed chances convinced him that he needs to add to his attacking options.
EN-US	Caitlyn Jenner received overwhelming public support this week when she appeared in Vanity Fair showing her transition from Olympic icon Bruce Jenner.
EN-US	Four men posing as telephone repairmen -- including James O'Keefe, a filmmaker whose undercover videos have scandalized the ACORN community organizing group -- have been arrested for allegedly interfering with the telephones in Democratic Sen. Mary Landrieu's office in downtown New Orleans.
EN-US	Sirens wailed while workers piled sandbags in front of hotels and police blared warnings to tourists to leave the world-famous Waikiki Beach as Hurricane Lane barreled north after dumping nearly 2 feet of rain on Hawaii's mostly rural Big Island.
EN-US	Denver probably won’t see the worst of a massive, slow-moving winter storm headed to the state today, but it’s highly unlikely the metro region will escape it.
EN-GB	MONMOUTH Town have confirmed the signing of former Newport County AFC, Cheltenham Town and Swansea City striker Julian Alsop until the end of the season.
EN-US	Gates, the only Cabinet member held over from the Bush administration, also told moderator David Gregory that President Obama “is somewhat more analytical” than his predecessor.
EN-GB	A TRUCK driver involved in a horror crash has thanked the Great North Air Ambulance Service for saving his life.
EN-GB,EN-US	AFTER the battering of the Bay of Biscay, Sam Davies has been enjoying some relaxation time as the weather improves on the Vendée Globe race.
EN-US	When 100 local artists get their hands on some old-fashioned folding models and turn them into objets d'art.
EN-GB	IT was something straight out of a James Bond movie, as one air festival spectator enthused.
EN-GB,EN-US	Female sprinters are closing the gap on their male counterparts and may post faster times by the 2156 Olympic Games, researchers at Oxford University said.
EN-US	Miriam Sontz started as a volunteer at a feminist book store in Portland, jumped around different companies, and finally settled at Powell’s Books.
EN-US	GEORGIA O’CONNOR impressed as British Boxing’s elite team of amateurs competed in their first international tournament of 2019 in Hungary.
EN-US	Teams are changing the way your children's classes are taught and the way airplanes are built.
EN-GB	ZANE Kirchner is desperate to provide value on the pitch in the Dragons’ Guinness PRO14 run-in as the former Springboks full-back prepares to make his return to action.
EN-GB	AIDAN Hawtin and Sam Humphreys have been released from their Oxford United contracts early to play in Norway.
EN-GB,EN-US	Southampton-based luxury cruise company Cunard have revealed plans for investment in their Queen Victoria ship. – and introduce tea and coffee making facilities in all their fleet’s cabins.
EN-GB	OXFORDSHIRE booked their place in the final of the ECB Royal London Under 17 Cup with a thrilling one-run victory off the last ball of their semi-final with Leicestershire at Oxford Downs.
EN-GB	FORMER Darlington goalkeeper Adam Bartlett is relishing the potential hostility that will be generated by York City’s visit to his old club this weekend.
EN-US	:47 Dozens injured from turbulence on nightmare flight On a flight over Sumatra, Indonesia, passengers on Etihad Airways endured a violently turbulent ride. The turbulence was so severe that it caused visible damage to the interior of the plane.
EN-GB	WAY back in 1974, a mammoth task was undertaken when one of the hidden gems of Worcester High Street, Steward's Chemist Shop, which stood opposite the Guildhall, was relocated lock, stock and many a bottle, half a mile across the city to the Art Gallery & Museum in Foregate Street.
EN-US	As I return to the nation's capital from home back in Austin, Texas so we can finish our work out before the end of the year, I wanted to relay some of the wisdom that I heard from working families and Texans back home about their verdict on what we have done so far this year and actually even last year.
EN-US	Amazon is planning a cheaper music subscription service that would cost around $5 a month and would only work on its Echo hardware, according to a report.
EN-GB	WIGGINTON Grasshoppers went top of the Fastpack Ltd York Sunday Morning Football League first division after Harry Clapham scored a hat-trick in a 4-1 win at Brayton.
EN-GB,EN-US	THE sixth Aesthetica Short Film Festival will be the biggest yet, promising 400 films in 18 venues over the four-day event running from November 3 to 6 with the invitation to "Explore York, Experience Film".
EN-GB	Monmouth MP David Davies met with apprentices from David Wilson Homes in the town to celebrate New Homes Week.
EN-US	There's no need to wait until 2016 (we hope!) for fantastic sports in the Chicago area. The schedule is full this season. All tickets available through Ticketmaster (312-559-1212, ticketmaster.com) unless otherwise noted. All season end dates are for the last home game.
EN-GB,EN-US	SITUATED just off of London Road, The Alex has the appearance of a traditional English pub, but the interior of a film buffs dreams.
EN-GB,EN-US	A CLASSICAL Gothic thriller is coming to Malvern Theatres, but who will be the star, Dr Jekyll or Mr Hyde?
EN-GB,EN-US	US employers took an early spring break in March, ending a healthy hiring streak by adding just 126,000 jobs — the fewest since December 2013.
EN-US	Exelon is back at the Capitol trying to win financial help for two struggling nuclear power plants, pushing what opponents have called a "Christmas tree" of giveaways that they estimate could cost consumers as much as $24 billion over 23 years.
EN-US	Russell Morgan wants the corporate honchos at Starbucks to know that when it comes to closing store locations, they don't know beans.
EN-GB,EN-US	Watch how they make this amazing rainbow latte out of superfoods. (Published Wednesday, Sept. 20, 2017)
EN-US	Northwestern dropped another heartbreaker Saturday afternoon, this time to Purdue, to fall to 2-6 in Big Ten play. After a back-and-forth game for all 40 minutes, Shurna’s desperation three-point attempt was way off as time expired and Purdue escaped with a 58-56 win.
EN-US	AN OXFORD city centre street has been closed after a hole appeared in the middle of the road.
EN-US	When I’m reading speculative fiction (e.g. science fiction and fantasy), I feel like I have the freedom to be my natural self. It’s not mere escapism, as critics often say; it’s using a story and its enumerated elements for self-realization. I’ll always remember the first time I picked up “Harry Potter” and my first Ted Chiang novella “Story of Your Life,” and how they’ve shaped who I’ve become.
EN-GB,EN-US	Before the conversation, McCarthy and Ryan had emerged from separate talks at the U.S. Capitol with Ukrainian Prime Minister Volodymyr Groysman, who had described a Kremlin tactic of financing populist politicians to undercut Eastern European democratic institutions.
EN-GB	DIDCOT duo Dan Rivers and Ben Watson were flying the flag at their old school yesterday as they reflected on their Commonwealth Games triumphs.
EN-US	St Joseph Village of Chicago, a Franciscan Community, is hosting "Dining, Desserts & Dementia" on Thursday, October 11, from 6 pm-7:30 pm, for caregivers and families whose loved ones suffer from dementia and are having difficulty eating.
EN-US	With a new series of Life Stories about to air, Piers Morgan talks to Sherna Noah about pay, early alarm calls, his pin-up Pamela Anderson and Good Morning Britain co-host Susanna Reid
EN-US	Howard Cosell, who died yesterday at 77, was at his core a shameless self-promoter, full of bombast, self-importance and self-righteousness, the kinds of qualities that routinely made him America's least-liked sportscaster in a series of TV Guide polls.
EN-GB	THERE weren't many purple UKIP rosettes on show but the party has arrived as a political force on Winchester City Council.
EN-GB	With hundreds of people expected to use the Newport Night Shelter during the cold winter months, Chris Seal speaks to the people that use it to see how it has helped them over the Christmas period.
EN-US	"I got really suicidal. I should have been sitting in a high school classroom. Instead, I was being sold repeatedly to men. Crowded parking lots full of men waiting for me. I felt lower than dirt. I hated myself. I couldn't even imagine ever talking to my family again. How could they ever understand what I was going through?"
EN-GB	WARRIORS boss Alan Solomons says Welsh international Josh Adams is still wanted at Sixways – despite public overtures from west of the border.
EN-GB	POLICE have identified more than a dozen youngsters who were responsible for a spate of vandalism and attacks on buses earlier this year.
EN-US	A NEW report published today by a campaigning charity highlights the devastating link between poverty and suicide.
EN-US	Union membership in Wisconsin has declined nearly 40 percent since legislation was passed that gutted collective bargaining for public workers, according to federal data.
EN-US	A LABOURER who sent a series of threatening texts to his ex-girlfriend has been handed a suspended prison sentence.
EN-GB	MATT Paterson’s second-half strike gave Oxford City victory over neighbours Oxford United to reach the Oxfordshire Senior Cup final.
EN-GB	A DOCTOR accused of sexually assaulting a woman at the John Radcliffe Hospital claimed the examination of her was purely medical.
EN-GB	PIRATES chief Matt Ford hailed the exploits of star man Nicolai Klindt following their first away win of the season in the SGB Premiership.
EN-US	Orioles manager Brandon Hyde had a split reaction Friday to the rule changes jointly announced by Major League Baseball and the MLB Players Association a day earlier. The more immediate measures to address pace-of-play issues were welcome for the first-year skipper, but his thoughts on the 2020 changes that will address strategy were more measured.
EN-US	Mary L. Good, president and director of research of Signal Research Center Inc., Des Plaines, has been elected 1987 president of the 135,000-member American Chemical Society. The society is the world`s largest organization devoted to a single science.
EN-US	NEW DELHI, India - The American head of an Indian Internet firm caught up in a video scandal involving teen sex was released on bail yesterday as police interrogated the private school student who filmed the lewd clip with a cell phone camera.
EN-US	As word spread about the nightmare accident that killed three New Jersey women, their grieving friends said they were certain alcohol wasn’t involved.
EN-GB,EN-US	A DECISION to shelve a controversial vote to repeal fox hunting restrictions has received cross-party support in the North-East.
EN-US	The Orchard Park Council of the Arts will continue its summer program at the pavilion with a performance by the Nickel City Clippers and Bill Steven's Dixielanders during "New Orleans Night" Sunday.
EN-GB	THE 12 shortlisted artists for the Aesthetica Art Prize will showcase the new generation of talent at York Art Gallery from May 18 to September 30.
EN-US	PHIL NEVILLE reckons he could not be more qualified for the job of England women’s head coach. What nonsense.
EN-GB	FORMER labourer and Sunday League striker Reece Thompson has admitted he is still in a state of shock after landing a professional deal with York City.
EN-US	A University of Colorado professor who’s been criticized for his writings about climate change has been caught up in WikiLeaks’ dump of emails involving John Podesta, campaign chairman for Hillary Clinton.
EN-GB	A DAY of festivities, including a spectacular bicycle ballet, a lifelike animatronic dinosaur and an international-class racing powerboat will mark the ending of stage one of the inaugural Tour de Yorkshire in Scarborough.
EN-US	In the new world financial order, the Europeans are in currency chaos. But all is much quieter on the front where the U.S. securities and futures industries used to snipe at each other.
EN-GB	Headington B finished with a flourish to triumph on Summertown Trophy finals day at Banbury Chestnuts.
EN-GB	WHEN we think of Southampton’s Oxford Street we might picture the swanky bars and restaurants at night, or enjoying relaxed lunches in the sun.
EN-GB	WORCESTERSHIRE had a post-tax surplus of £449,426 for the financial year ending December 31, 2017.
EN-US	Chicago`s first Thai Room on North Western Avenue earned a good reputation for its authentic cooking. It has branched out to a fancy address on Huron, and now downtowners can sample the spicy thrills of Thai cuisine.
EN-US	The national transit union is spending hundreds of thousands of dollars on social media ads attacking Mayor de Blasio as a “fauxgressive” as he travels to early presidential primary voting states — including South Carolina, where he’s visiting Saturday.
EN-GB	CROMWELL Youth AFC U12s are celebrating after winning the Newport and District Cup final 2-1 at the Newport Stadium in a close match with Villa Dino.
EN-US	Contemporary artists have a lot on their plate. Not only has the current economic meltdown made their lives more precarious than ever, they have also been faced with an increasingly apocalyptic world as a looming, correlative subject. If there were any lingering doubts that today’s performance artists and choreographers were addressing such matters, these would have been quickly dispelled at this year’s Northwest New Works Festival at On the Boards, held during the weekends of June 4-6 and June 11-13. The majority of these local artists, most of them familiar to audiences in Seattle, have stepped up to the unprecedented challenges we face, though some with far more success than others.
EN-GB	BOSS Brendon King believes Hamworthy United have given themselves a “massive platform” to achieve a club-high finish in Sydenhams Wessex Premier.
EN-US	EUGENE -- Entering the season, Washington's receiver corps was an unproven bunch but Aaron Fuller quickly changed that and has emerged as one of the best wide outs in the Pac-12.
EN-US	The Rangers traded the past and the future for the present Wednesday morning, obtaining 38-year-old reigning Art Ross winner Martin St. Louis from the Lightning in exchange for captain Ryan Callahan, a first-round draft pick in 2015 and a second-rounder in 2014.
EN-GB,EN-US	Trying to stave off the moment when I would have to do some actual work, I riffled through a stack of business magazines. It was sort of work — there were ads for office equipment, desks, ergonomic chairs and sleek little machines that through the miracle of technology take work you should be doing and dump it on someone else. Who says modern electronic wizardry is overrated? With the simple click of a mouse, my problem becomes your problem.
EN-GB	THE BISHOP of Durham gave a keynote address in front of the Queen at the celebration of the 150th anniversary of a unique Christian charity.
EN-US	Two brothers of a man murdered during a Mafia-engineered home invasion robbery angrily confronted a Bonanno wiseguy outside a courthouse today and FBI agents intervened to prevent them from assaulting the mobster.
EN-GB	A MAN jailed for 11 years for his part in a series of aggravated burglaries in the Southampton area has escaped prison.
EN-US	Over the last five years, New York has paid more than $5 million to settle lawsuits against 70 state employees accused of sexual harassment or gender discrimination. The I-Team's Chris Glorioso reports. (Published Wednesday, Nov. 28, 2018)
EN-US	The National Football League Players Association website has a page dedicated to where each team’s salary cap stands. It’s updated daily and presents a sobering truth to Ravens fans who are dreaming up a free-agent haul that includes center Ryan Jensen, wide receiver Allen Robinson and tight end Jimmy Graham.
EN-US	BOSSES behind the ABP Southampton Marathon have made a plastic pledge for this year’s event.
EN-US	THE ASHFORD Town Board in Cattaraugus County has apparently made it more possible for New York State to pick West Valley as the location of the low-level radioactive waste storage area it must establish by 1993.
EN-US	MEMORIES 382 back in July told of the 30th anniversary of the day a Second World War Spitfire was flown beneath Winston bridge over the River Tees.
EN-GB	A MAN is back behind bars after abusing officers and staff at a hospital – just two days after being released from prison.
EN-GB,EN-US	Peace talks in Colombia began earlier this month with the usual flourish: a show of force by freelance paramilitaries, directed at the Marxist guerrillas, that left about 130 dead, most of them civilians. It seems one side or another always tries to make a statement in blood just before sitting down to talk peace.
EN-US	The Hills of Scottsdale, Ariz., face the great dilemma: choosing to make a move to better their careers or better their family life.
EN-GB	PHOENIX — A man who shot and killed a call-center CEO and critically wounded a lawyer at a Phoenix office building where they were meeting to discuss a contract dispute was found dead early Thursday, ending a nearly 24-hour manhunt that had area residents on edge.
EN-GB	VIRGIL van Dijk insists he will not be bothered if he is booed by Saints fans when he returns to St Mary’s on Sunday with Liverpool.
EN-GB,EN-US	A 54-year-old pedestrian has died after he was struck by a car which had previously been followed by officers, police said.
EN-GB,EN-US	NEIL Middleditch was left to rue a dramatic twist in the tail as Pirates saw SGB Premiership points go begging at Rye House.
EN-GB,EN-US	The Orioles yesterday announced a sweeping 19 percent ticket price increase for next season that will push an average ticket above $15, more than twice what the team charged before moving to Camden Yards four years ago.
EN-GB,EN-US	Your bathroom mirror will soon show more than your reflection as you get ready for the day.
EN-GB,EN-US	News last week that someone hackedMark Zuckerberg’s Facebook page elicited, no doubt, schadenfreude-driven chuckles amid constant concerns about privacy on the half-billion-member social networking site.
EN-GB	SOME residents in Kidlington will be particularly relieved that Campsfield House detention centre is to close.
EN-US	Ronald A. Alghini, recently named chairman of the Chicago money management firm Mathers & Co., has prepared a letter to shareholders of Land of Lincoln Savings & Loan Association seeking a seat on the association`s board.
EN-US	WHEN you tell someone you foster it takes about five minutes for The Question to be asked, says Andrea.
EN-GB	A MAN who drove his car at people outside a bar in Chepstow has been cleared of four counts of attempting to commit grievous bodily harm with intent.
EN-GB	OXFORD City broke the vet 65 course record when winning gold at the British Masters Cross Country Relay Championships in Long Eaton, near Nottingham.
EN-US	Denver police have released a photograph of two masked people who robbed and fatally shot a man at a west Denver Regional Transportation District light rail station early Tuesday.
EN-GB	ELEVEN men who were under investigation following allegations of abuse at a former detention centre are to face no further action.
EN-GB,EN-US	PRINCESS Anne and her husband Vice Admiral Sir Tim Laurence have joined Portland Bill’s National Coast-watch team.
EN-GB,EN-US	Leeds' tour to Myanmar next month has been questioned by Amnesty International due to the country's "brutal" human rights record.
EN-US	MIDWIVES delivering babies across the North-East are among the first in the country to encourage new mothers to learn more about baby health and safety.
EN-US	Wiping tears from her eyes, Lazara Arellano de Hogue apologized yesterday and begged for forgiveness from the parents of a child who was dragged to death beneath her pickup truck nearly a year ago.
EN-GB	THOUSANDS of jobs are at risk in Oxfordshire as a result of the Government’s approach on Brexit, a Labour MEP has warned.
EN-GB	HUNDREDS of skeletons could be buried beneath Oxford's Bonn Square, according to the archaeologist overseeing redevelopment work.
EN-US	You know Joe Lhota’s doing something right when the entire New York establishment is screaming how unfair he is.
EN-GB	Andy Whing is desperate to help lift the mood as Oxford United attempt to get back on track at the Kassam Stadium when in-form Southend United visit this afternoon.
EN-GB	Councillor Joy Andrews, Pickering mayor, is leading the welcome to the Tour de Yorkshire on behalf of the town.
EN-GB	MANAGER John Snape hopes the consistency of Andy Gallinagh’s performances will rub off on his young players this season.
EN-GB	MIDDLESBROUGH have already been busy this transfer window, with Rajiv van La Parra arriving on loan from Huddersfield, George Saville turning his loan move from Millwall into a permanent transfer and Martin Braithwaite leaving to join Leganes.
EN-GB	BROMYARD-based ringmaster Chris Barltrop has celebrated the 250th anniversary of the invention of modern circus by writing a play all about it.
EN-US	:36 School bus full of students flips over Due to slippery conditions caused by snow, a school bus full of high school students flipped over in upstate New York. Other drivers caught the incident on camera, and several people were taken to the hospital.
EN-GB,EN-US	A COUPLE whose baby was almost born in a car park have thanked the paramedics who got them to hospital in the nick of time.
EN-US	COOPERSTOWN — There really was only one way Ken Griffey Jr. could go into the Hall of Fame, and always the fan favorite, he didn’t disappoint.
EN-GB,EN-US	As congregants took part in the sharing of the peace ? usually a handshake ? during the bilingual Mass, dozens of relatives left their seats and embraced each other, many of them crying. Jonathan Vigliotti reports. (Published Friday, May 4, 2012)
EN-GB	A woman pensioner in Abingdon was left distressed after a thief approached her from behind and snatched her handbag.
EN-GB	TWO concerning reports in the Oxford Mail (December 30), illustrates a politically divided Oxford.
EN-GB	YORK City supporters liaison officer Phil Howden has clarified comments in which he described the club as a “horrible place to work”.
EN-US	Bill Hosokawa died a little more than a week ago in Sequim, Wash., close to the place where he was born, in the wet, coastal Northwest. But he spent most of his life in the dry, high Rocky Mountain West, building an extraordinary career.
EN-US	Like Freeway, the lovable stray dog at the center of this very teary comedy, "Darling Companion"has lost its way. Even the marquee ensemble anchored by Diane Keaton, Dianne Wiest, Kevin Kline and Richard Jenkins is not enough to rescue this motley mutt of a movie.
EN-GB	With the election clock ticking, York’s Conservatives have a new man in charge. He tells political reporter MARK STEAD he wants to lead a party which listens.
EN-US	A State Highway Administration surveyor found a decomposed body in woods off Route 216 in Scaggsville yesterday that may have been there for weeks, Howard County police said.
EN-US	Texas Rangers manager Chris Woodward talks with outfielder Shin-Soo Choo in the batting cages during a spring training workout at the team's training facility on Thursday, Feb. 21, 2019, in Surprise, Ariz.. (Smiley N. Pool/The Dallas Morning News)
EN-GB	A GREAT chase after two bicycle thieves has resulted in the successful recovery of the bikes – and a heartfelt thank you to the community that helped.
EN-US	In the last 15 years, the Highland Park boys won 10 state titles and finished second at state the other five years. But Highland Park finished fourth at the Class 6A Region II tournament Tuesday and wasn’t one of the three teams to qualify for the state tournament. Jesuit was second.
EN-US	Just eight classes into a music education course at Cook County Jail, inmate D’Andre Morris already looked like a professional. Using an Apple computer connected to two subwoofers, Morris deftly cut and blended musical tracks at a new recording studio built in the basement of the jail’s medium-maximum Division 11.
EN-US	Orchard Park Town Board members said they plan to sponsor a forum on the controversial natural gas mining technique known as hydraulic fracturing, or hydrofracking.
EN-US	Thursday night is turning into one of those eagerly anticipated Buffalo sports events. A night for fans to remember.
EN-US	This December, Rep. Steve Israel, a Democratic congressman from Long Island, will publish his first novel, “The Global War on Morris” — about a guy from Long Island who is “seduced by a lonely, lovesick receptionist.”
EN-GB	FEARS over the impact of Brexit dominated proceedings when the shadow minister for science and innovation visited Oxford Science Park yesterday.
EN-GB	VIKINGS stretched their lead in Division 1 by winning 5-1 at home to Masons Arms, writes PETE EWINS.
EN-US	LoanDepot Inc., a mortgage lender basing its growth around digital applications, isn't giving up on humans' role in the home-buying process just yet.
EN-US	Editor's note: This is the first of a five-part series previewing potential breakout players for the TCU Horned Frogs during spring practice.
EN-GB	The owners of a private school rocked by allegations of physical abuse said today that parents of current pupils are standing by the school.
EN-US	VERNON, Conn.—A man who police say killed his father, a woman and himself in Wyoming on Friday told a neighbor in Connecticut weeks before the killings that he believed his father gave him Asperger’s syndrome and said his dad should be “castrated” to prevent him from having more children.
EN-US	If Sarah Carr hadn’t marched with thousands of other Maryland teachers, she would have spent her Monday night grading a stack of social studies essays, she said.
EN-GB	NATHAN Ake insists confidence is still high in the Cherries dressing room – despite a four-match losing run.
EN-GB	The race to decide the Howard County girls basketball county champion will come down to the final game of the regular season.
EN-GB,EN-US	A FAST-GROWING North East flooring company has invested £20,000 expanding the ranges at its first-ever store in Gateshead.
EN-US	SALEM — A decade since thousands of copper urns were discovered in the Oregon State Hospital's basement, officials unveiled a new memorial here Monday designed to honor the patients and confront the facility's dark history of mistreating the mentally ill.
EN-GB	AFTER his mother’s death, Simon Worrall found a chocolate box full of letters in the attic telling the story of her love for Martin Preston.
EN-GB	Fiona Bird, food blogger and author of Let Your Kids Go Wild Outside, provides a guide to traditional island food, with a recipe for crab panna cotta
EN-GB,EN-US	Northwestern University Model United Nations’s ninth annual conference aimed to model the diplomatic environment of the UN. It went so far to include a midnight crisis session Friday night, in which the delegates were woken up at their hotels at 2 a.m. and presented with a video of a crisis to solve by 5 a.m.
EN-GB	HEAD coach Carl Hogg says he is likely to field a largely unchanged side to take on Connacht as he looks for a reaction from his Worcester Warriors players on Saturday (3pm).
EN-GB	NATHAN Douglas is ready to pull out all the stops tonight to win a medal at the European Indoor Championships, writes STUART WEIR.
EN-US	In this image released by NASA, a United Launch Alliance (ULA) Atlas-V rocket with NASA's InSight onboard awaits launch, Friday, May 4, 2018, at Vandenberg Air Force Base, Calif. The rocket is set to launch early Saturday.
EN-GB	COUNCILLORS in East Dorset will re-consider their position on local government reorganisation (LGR) at a special meeting on Friday.
EN-US	Twice a month, we ask the experts at the Museum of History and Industry for a tidbit about Seattle’s history in a segment called…
EN-GB	TRANSPORT bosses are being asked to approve a new safety scheme at a junction where six accidents have taken place in three years.
EN-GB	CIVIC leaders have reacted with dismay after two DIY retail warehouses sited yards apart in a market town announced they will close.
EN-US	The North Koreans are at it again. In the past few weeks, their erratic young leader Kim Jong Un, 30, has raised tensions in the Asia Pacific with a string of alarming actions and an almost incessant torrent of threats against the United States and its allies. He has vowed, among other things, to hit American cities with nuclear-tipped intercontinental ballistic missiles, to turn Seoul into a sea of fire and to strike newly elected South Korean President Park Geun-hye with a "bolt of lightning."
EN-GB	THREE out of 11 bus services under threat by the closure of the Leven Valley bus company have been saved.
EN-GB,EN-US	THE team leader of the Red Arrows says they are “excited” to be performing again at the Bournemouth Air Festival – a “platinum event” on the jet pilots’ calendar.
EN-GB	Newport-based JoJo Maman Bébé has announced collection for the third year of its refugee charity initiative will begin on February 18.
EN-GB	A GANG of three men who groomed and sexually abused a 'vulnerable' school girl across Oxford have been convicted on all counts.
EN-US	With fast cars and close quarters, any flavor of auto racing remains an inherently risky business eight months after the death of IndyCar driver Dan Wheldon in a crash in Las Vegas.
EN-US	Men who report watching a lot of pornography tend to have less volume and activity in regions of the brain linked to rewards and motivation, says a new German study.
EN-US	At the end of the 20th century, Americans were worried about the dangers posed by crack cocaine. They didn’t realize that another drug menace would soon eclipse it. Prescription opioids were gaining favor as a tool against undertreated pain. No one foresaw where this would lead: to an epidemic of opioid overdoses that the nation is only starting to confront with the urgency it warrants.
EN-GB	POOLE council has agreed a settlement with the construction firm responsible for the troubled refurbishment of Poole Bridge, it is understood.
EN-US	In a highly unusual political move, the United States said Sunday it would not object if the Soviet Union or the Warsaw Pact invaded Romania to support pro-democracy forces battling elements loyal to deposed Communist Party boss Nicolae Ceausescu.
EN-GB,EN-US	JOSH Law has admitted he felt his York City career was over before Sam Collins took over as caretaker manager at Bootham Crescent.
EN-GB	RAIL travellers in south east Wales are unlikely to see any “major changes” to services for up to five years, first minister Carwyn Jones has said.
EN-GB,EN-US	Maria never called the police, even when her boyfriend clutched her neck and squeezed hard enough to leave bruises, she said.
EN-GB,EN-US	Listeners around the world may associate the Ravinia Festival with Bach, Beethoven and Brahms, but the venerable arts bash put on its dancing shoes Thursday night, swinging freely before a large and enthusiastic crowd.
EN-GB	NEW Look founder Tom Singh is among several Dorset figures to feature in the New Year Honours List today.
EN-GB	TWO men have been convicted of driving while using handheld phones at Poole Magistrates' Court.
EN-US	Leona Helmsley says she doesn’t have a problem with gays, but she apparently doesn’t like leather freaks.
EN-GB,EN-US	AN ACTION group has expressed concerns over proposed changes to plans to build dozens of new homes in a village.
EN-US	The House voted unanimously Thursday for a resolution calling for any final report in special counsel Robert Mueller's Russia investigation to be made public, a symbolic action designed to pressure Attorney General William Barr into releasing as much information as possible when the probe is concluded.
EN-GB	A FORMER homeless person is calling on the public to cast their vote for a street football project which saw helped her turn her life around.
EN-US	Following is a weekly listing of upcoming faith-related events held around Niagara County.
EN-GB	A MASTERPLAN to shape a town centre's future is set to be redrawn following "seismic changes" on the high street.
EN-US	EMANUEL Pogatetz has turned his back on Middlesbrough and agreed to sign a three-year contract with German side Hannover.
EN-GB,EN-US	THE X-FACTOR was sorely missing on Saturday night as Newport County AFC failed to impress in front of the TV cameras in battling their way to a slightly fortuitous 0-0 draw in the FA Cup second round at Wrexham.
EN-US	Have humans damaged the Earth’s ecosystems so severely that we’re well on our way to the biggest mass extinction since the dinosaurs vanished 66 million years ago? And are we running out of time to reverse the negative impacts of our actions?
EN-GB	LAST month, I met Health Minister Stephen Barclay in Westminster to discuss the future of the Bootham Park Hospital site in the centre of York, alongside York Central MP Rachael Maskell.
EN-GB	A HAMPSHIRE double Olympic gold medallist was today due to be awarded an honorary doctorate by Southampton Solent University The accolade was being conferred on yachtsman Ben Ainslie, 30, on the opening day of the annual Southampton Boat Show.
EN-US	U.S. Rep. Steve Stockman, a Friendswood Republican with a history of flouting campaign finance laws, entered a new legal gray area this week when he announced his campaign can now accept donations in Bitcoin, a private virtual currency.
EN-US	SALT LAKE CITY — After nearly five hours of deliberations Thursday, a Utah jury convicted eco-activist Tim DeChristopher of two felonies for placing $1.8 million in bogus bids at an oil and gas lease auction.
EN-GB,EN-US	ANNA Kay was delighted to earn a place on the podium at the national cyclocross championships.
EN-GB	Maybe Dominique Sharpton doesn’t realize that social media like Twitter and Instagram are public. Or maybe she just figures that no mere facts can disprove your claims, so long as your last name is Sharpton.
EN-US	ENGINEERS were left red-faced after vehicles became stuck in the mud at Poole Park on Thursday.
EN-US	Alex Rios couldn't carry the White Sox to the playoffs a year ago. He's thrilled that he is back in position to go for the full ride after the trade that sent him to the Rangers earlier this month.
EN-GB,EN-US	THE Centre for Process Innovation (CPI) has held a topping out ceremony to mark the completion of construction work on a new, state-of-the-art facility that will develop next generation light-based healthcare treatments.
EN-GB	PLANS for a multi-million pound new ferry terminal in Southampton could be given the green light this week.
EN-GB	Crowds are expected to gather in Portsmouth to wave off the Royal Navy's former aircraft carrier HMS Illustrious as she is towed away to a Turkish scrapyard.
EN-GB	OXFORD University’s men weighed in as the lighter boat when the crews for the 2018 Cancer Research Boat Race were unveiled.
EN-US	You’ve had your eyes examined and you’ve selected a pair of prescription-eyeglass frames. It’s all over except for the fitting, yes?
EN-US	NEWPORT High School will look to show that they are fast learners on the pitch as well as off it when they make their WRU Colleges League bow tomorrow afternoon.
EN-US	KENNEDY SPACE CENTER, Fla. -- The shuttle Discovery glided to a safe landing here yesterday, bringing to a close one of the more eventful shuttle missions in the history of the shuttle program.
EN-US	First-year Texas Rangers manager Chris Woodward recently sat down with G-Bag Nation on 105.3 The Fan [KRLD-FM] to discuss the upcoming 2019 season. Click here to listen to the full interview with Woodward.
EN-US	DORSET star Georgia Hall is tomorrow due to begin the final tournament of her most successful season in professional golf.
EN-GB	If you’re in with a chance of winning £1,000, this is what your creme egg will look like. Picture: Cadbury
EN-US	THE controversial Seacourt Park and Ride expansion would already have been closed for three weeks this year if it had opened on January 1, flood campaigners have claimed.
EN-US	''Where have you gone, Bill Buckner?'' I was humming that tune en route to Comiskey Park Wednesday night, and of course, there he was: Billy Buck, the original, or what`s left of him, age 40, back for a return run with the Boston Red Sox, still with the bad wheels, but as always, exuding good cheer.
EN-US	Col. John F. McNulty Jr., a retired career Army officer who was later a university dean of students, died of cancer June 21 at his Ocean City home. He was 87.
EN-GB	A START-up expert and mentor has been appointed as the new director of the University of Southampton’s start-up accelerator Future Worlds to pursue a vision of Southampton as a global powerhouse of tech start-ups.
EN-GB	PARENTS and former students have voiced their concerns that North Yorkshire’s “most vulnerable children” may be lost to the education system, during an emotional meeting about proposed changes to the county’s High Needs Budget.
EN-US	Q: Can you explain in your blog what “permanently affixed to your vehicle” means for GPS devices in the new cell phone law?
EN-GB	PLANS to create a new science centre in Christchurch have been reignited as plans for a major new development move forward.
EN-GB	30 competitors from around the world have been selected to take part in the Golden Spurtle World Porridge Making Championship, following a volume of entries that meant organisers have had to create a shortlist for the first time in the competition’s 25-year history.
